縣市,行政區別,鄰里,區域別代碼,總統候選人1,總統候選人1_得票數,總統候選人2,總統候選人2_得票數,總統候選人3,總統候選人3_得票數,總統候選人4,總統候選人4_得票數,總統候選人5,總統候選人5_得票數,總統候選人6,總統候選人6_得票數,總統候選人7,總統候選人7_得票數,總統候選人8,總統候選人8_得票數,總統候選人9,總統候選人9_得票數,總統候選人10,總統候選人10_得票數,總統候選人有效票數A,總統候選人無效票數B,總統候選人投票數C,總統候選人選舉人數G,平原立委候選人1＿候選人名稱,平原立委候選人1＿黨籍,平原立委候選人1_得票數,平原立委候選人2＿候選人名稱,平原立委候選人2＿黨籍,平原立委候選人2_得票數,平原立委候選人3＿候選人名稱,平原立委候選人3＿黨籍,平原立委候選人3_得票數,平原立委候選人4＿候選人名稱,平原立委候選人4＿黨籍,平原立委候選人4_得票數,平原立委候選人5＿候選人名稱,平原立委候選人5＿黨籍,平原立委候選人5_得票數,平原立委候選人6＿候選人名稱,平原立委候選人6＿黨籍,平原立委候選人6_得票數,平原立委候選人7＿候選人名稱,平原立委候選人7＿黨籍,平原立委候選人7_得票數,平原立委候選人8＿候選人名稱,平原立委候選人8＿黨籍,平原立委候選人8_得票數,平原立委候選人9＿候選人名稱,平原立委候選人9＿黨籍,平原立委候選人9_得票數,平原立委候選人10＿候選人名稱,平原立委候選人10＿黨籍,平原立委候選人10_得票數,平原立委有效票數A,平原立委無效票數B,平原立委投票數C,平原立委選舉人數G,山原立委候選人1＿候選人名稱,山原立委候選人1＿黨籍,山原立委候選人1_得票數,山原立委候選人2＿候選人名稱,山原立委候選人2＿黨籍,山原立委候選人2_得票數,山原立委候選人3＿候選人名稱,山原立委候選人3＿黨籍,山原立委候選人3_得票數,山原立委候選人4＿候選人名稱,山原立委候選人4＿黨籍,山原立委候選人4_得票數,山原立委候選人5＿候選人名稱,山原立委候選人5＿黨籍,山原立委候選人5_得票數,山原立委候選人6＿候選人名稱,山原立委候選人6＿黨籍,山原立委候選人6_得票數,山原立委候選人7＿候選人名稱,山原立委候選人7＿黨籍,山原立委候選人7_得票數,山原立委候選人8＿候選人名稱,山原立委候選人8＿黨籍,山原立委候選人8_得票數,山原立委候選人9＿候選人名稱,山原立委候選人9＿黨籍,山原立委候選人9_得票數,山原立委候選人10＿候選人名稱,山原立委候選人10＿黨籍,山原立委候選人10_得票數,山原立委有效票數A,山原立委無效票數B,山原立委投票數C,山原立委選舉人數G,"不分區政黨(1)

小民參政歐巴桑聯盟","不分區政黨(2)

台灣綠黨","不分區政黨(3)

臺灣雙語無法黨","不分區政黨(4)

台灣基進","不分區政黨(5)

中華統一促進黨","不分區政黨(6)

民主進步黨","不分區政黨(7)

制度救世島","不分區政黨(8)

時代力量","不分區政黨(9)

中國國民黨","不分區政黨(10)

司法改革黨","不分區政黨(11)

新黨","不分區政黨(12)

台灣民眾黨","不分區政黨(13)

台灣維新","不分區政黨(14)

親民黨","不分區政黨(15)

人民最大黨","不分區政黨(16)

台灣團結聯盟",不分區政黨有效票數A,不分區政黨無效票數B,不分區政黨投票數C,不分區政黨選舉人數G
花蓮縣,壽豐鄉,池南村,0600009,柯文哲/吳欣盈,88,賴清德/蕭美琴,133,侯友宜/趙少康,234,,0,,0,,0,,0,,0,,0,,0,219,455,10,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,219,173,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,219,20,2,5,3,9,2,2,0,116,1,7,233,0,0,65,1,1,0,2,0,442,23,83
花蓮縣,壽豐鄉,溪口村,0600002,柯文哲/吳欣盈,142,賴清德/蕭美琴,157,侯友宜/趙少康,309,,0,,0,,0,,0,,0,,0,,0,208,608,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,208,229,5,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,208,11,0,5,6,6,5,1,1,145,1,11,323,1,2,92,2,1,0,3,0,600,13,83
花蓮縣,壽豐鄉,米棧村,0600012,柯文哲/吳欣盈,28,賴清德/蕭美琴,41,侯友宜/趙少康,106,,0,,0,,0,,0,,0,,0,,0,225,175,1,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,225,82,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,225,1,0,5,0,3,0,0,0,31,1,2,115,0,0,17,0,1,0,0,0,170,6,83
花蓮縣,壽豐鄉,豐坪村,0600005,柯文哲/吳欣盈,116,賴清德/蕭美琴,133,侯友宜/趙少康,269,,0,,0,,0,,0,,0,,0,,0,214,518,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,214,97,4,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,214,6,0,5,2,4,4,2,2,116,4,4,278,0,1,83,0,5,0,0,0,505,19,83
花蓮縣,壽豐鄉,豐山村,0600003,柯文哲/吳欣盈,285,賴清德/蕭美琴,315,侯友宜/趙少康,520,,0,,0,,0,,0,,0,,0,,0,210,583,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,210,70,3,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,210,13,0,5,4,17,5,1,3,276,2,20,523,2,1,215,1,13,1,1,0,1085,46,83
花蓮縣,壽豐鄉,豐裡村,0600004,柯文哲/吳欣盈,223,賴清德/蕭美琴,211,侯友宜/趙少康,387,,0,,0,,0,,0,,0,,0,,0,212,393,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,212,38,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,212,8,1,5,2,5,7,2,2,189,1,13,394,1,2,177,0,1,0,2,0,798,34,83
花蓮縣,壽豐鄉,鹽寮村,0600015,柯文哲/吳欣盈,74,賴清德/蕭美琴,71,侯友宜/趙少康,159,,0,,0,,0,,0,,0,,0,,0,227,304,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,227,109,4,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,227,8,0,5,2,4,0,0,3,64,1,6,153,2,0,53,0,1,0,2,0,291,15,83
花蓮縣,富里鄉,吳江村,1000001,柯文哲/吳欣盈,34,賴清德/蕭美琴,54,侯友宜/趙少康,131,,0,,0,,0,,0,,0,,0,,0,315,219,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,315,31,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,315,10,0,5,1,0,3,1,0,42,0,1,131,0,0,27,0,3,0,1,0,210,11,83
花蓮縣,富里鄉,學田村,1000013,柯文哲/吳欣盈,70,賴清德/蕭美琴,135,侯友宜/趙少康,169,,0,,0,,0,,0,,0,,0,,0,327,374,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,327,48,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,327,6,0,5,4,1,3,1,1,118,0,3,181,1,0,41,0,3,0,1,0,358,18,83
花蓮縣,富里鄉,富南村,1000012,柯文哲/吳欣盈,36,賴清德/蕭美琴,76,侯友宜/趙少康,120,,0,,0,,0,,0,,0,,0,,0,326,232,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,326,29,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,326,1,0,5,0,2,1,1,1,59,1,1,123,2,1,26,0,0,0,1,0,219,17,83
花蓮縣,富里鄉,富里村,1000009,柯文哲/吳欣盈,149,賴清德/蕭美琴,207,侯友宜/趙少康,357,,0,,0,,0,,0,,0,,0,,0,323,713,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,323,19,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,323,13,1,5,1,5,6,1,4,173,1,14,363,2,1,106,1,2,2,2,0,684,33,83
花蓮縣,富里鄉,新興村,1000004,柯文哲/吳欣盈,62,賴清德/蕭美琴,66,侯友宜/趙少康,168,,0,,0,,0,,0,,0,,0,,0,318,296,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,318,57,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,318,6,1,5,0,1,0,2,0,51,0,1,175,1,0,46,1,1,1,2,0,282,21,83
花蓮縣,富里鄉,明里村,1000008,柯文哲/吳欣盈,51,賴清德/蕭美琴,46,侯友宜/趙少康,96,,0,,0,,0,,0,,0,,0,,0,322,193,1,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,322,10,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,322,3,0,5,2,0,0,0,0,41,0,2,116,0,0,28,0,0,0,0,0,189,5,83
花蓮縣,富里鄉,東里村,1000002,柯文哲/吳欣盈,103,賴清德/蕭美琴,133,侯友宜/趙少康,244,,0,,0,,0,,0,,0,,0,,0,316,480,9,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,316,67,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,316,8,0,5,4,7,4,0,1,107,3,2,245,0,2,76,0,3,1,2,0,457,32,83
花蓮縣,富里鄉,永豐村,1000010,柯文哲/吳欣盈,29,賴清德/蕭美琴,64,侯友宜/趙少康,133,,0,,0,,0,,0,,0,,0,,0,324,226,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,324,5,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,324,2,0,5,2,5,2,0,0,51,1,1,128,0,0,26,0,1,0,2,0,219,9,83
花蓮縣,富里鄉,石牌村,1000007,柯文哲/吳欣盈,114,賴清德/蕭美琴,131,侯友宜/趙少康,257,,0,,0,,0,,0,,0,,0,,0,321,502,8,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,321,18,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,321,6,0,5,2,6,5,2,0,101,2,5,275,3,2,79,1,2,0,1,0,486,24,83
花蓮縣,富里鄉,竹田村,1000005,柯文哲/吳欣盈,134,賴清德/蕭美琴,112,侯友宜/趙少康,360,,0,,0,,0,,0,,0,,0,,0,319,606,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,319,40,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,319,7,0,5,3,4,5,1,0,101,1,6,356,1,1,90,3,3,1,2,0,578,34,83
花蓮縣,富里鄉,羅山村,1000006,柯文哲/吳欣盈,59,賴清德/蕭美琴,51,侯友宜/趙少康,128,,0,,0,,0,,0,,0,,0,,0,320,238,8,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,320,5,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,320,1,0,5,1,2,1,0,0,41,1,5,129,1,0,47,0,2,0,1,0,231,15,83
花蓮縣,富里鄉,萬寧村,1000003,柯文哲/吳欣盈,46,賴清德/蕭美琴,60,侯友宜/趙少康,189,,0,,0,,0,,0,,0,,0,,0,317,295,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,317,69,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,317,0,0,5,0,2,3,1,1,48,2,4,186,2,0,31,0,2,1,2,0,285,17,83
花蓮縣,富里鄉,豐南村,1000011,柯文哲/吳欣盈,48,賴清德/蕭美琴,69,侯友宜/趙少康,203,,0,,0,,0,,0,,0,,0,,0,325,320,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,325,196,4,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,325,6,0,5,0,4,2,1,1,53,1,2,206,0,0,34,0,0,3,1,0,308,18,83
花蓮縣,新城鄉,佳林村,0400005,柯文哲/吳欣盈,170,賴清德/蕭美琴,161,侯友宜/趙少康,315,,0,,0,,0,,0,,0,,0,,0,109,646,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,109,106,10,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,109,45,1,5,3,4,3,4,0,142,0,9,327,2,2,132,0,3,0,3,0,634,20,83
花蓮縣,新城鄉,北埔村,0400004,柯文哲/吳欣盈,576,賴清德/蕭美琴,478,侯友宜/趙少康,918,,0,,0,,0,,0,,0,,0,,0,106,646,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,106,71,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,106,60,0,5,17,16,8,4,1,394,2,42,966,7,7,446,3,11,0,7,0,1931,64,83
花蓮縣,新城鄉,嘉新村,0400007,柯文哲/吳欣盈,175,賴清德/蕭美琴,128,侯友宜/趙少康,423,,0,,0,,0,,0,,0,,0,,0,114,507,9,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,114,160,9,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,114,75,2,5,1,5,5,1,1,114,0,8,428,1,0,130,0,3,4,1,0,702,35,83
花蓮縣,新城鄉,嘉里村,0400006,柯文哲/吳欣盈,740,賴清德/蕭美琴,510,侯友宜/趙少康,1161,,0,,0,,0,,0,,0,,0,,0,110,600,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,110,65,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,110,52,3,5,11,18,15,12,6,438,2,47,1214,9,9,568,1,16,3,5,0,2374,62,83
花蓮縣,新城鄉,大漢村,0400008,柯文哲/吳欣盈,461,賴清德/蕭美琴,295,侯友宜/趙少康,802,,0,,0,,0,,0,,0,,0,,0,101,601,16,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,101,246,8,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,101,68,3,5,17,10,14,3,2,232,2,20,867,5,4,343,0,10,0,5,0,1534,52,83
花蓮縣,新城鄉,康樂村,0400003,柯文哲/吳欣盈,360,賴清德/蕭美琴,389,侯友宜/趙少康,757,,0,,0,,0,,0,,0,,0,,0,98,525,8,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,98,67,4,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,98,31,0,5,6,16,7,6,3,324,1,17,787,4,2,289,3,8,2,4,0,1479,41,83
花蓮縣,新城鄉,新城村,0400001,柯文哲/吳欣盈,179,賴清德/蕭美琴,263,侯友宜/趙少康,358,,0,,0,,0,,0,,0,,0,,0,94,225,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,94,7,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,94,8,0,5,3,7,3,2,1,231,3,8,372,3,4,139,2,2,0,2,0,782,27,83
花蓮縣,新城鄉,新秀村,0400009,柯文哲/吳欣盈,364,賴清德/蕭美琴,200,侯友宜/趙少康,496,,0,,0,,0,,0,,0,,0,,0,104,538,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,104,131,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,104,56,0,5,8,7,3,3,0,171,1,20,520,5,9,278,1,5,0,5,0,1036,37,83
花蓮縣,新城鄉,順安村,0400002,柯文哲/吳欣盈,143,賴清德/蕭美琴,227,侯友宜/趙少康,193,,0,,0,,0,,0,,0,,0,,0,96,371,0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,96,28,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,96,29,0,5,1,7,0,1,1,204,3,6,203,0,3,102,0,2,1,0,0,534,30,83
花蓮縣,玉里鎮,三民里,0300014,柯文哲/吳欣盈,76,賴清德/蕭美琴,153,侯友宜/趙少康,213,,0,,0,,0,,0,,0,,0,,0,306,442,1,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,306,35,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,306,7,0,5,1,6,3,1,0,131,2,4,209,1,3,55,2,2,1,2,0,423,20,83
花蓮縣,玉里鎮,中城里,0300001,柯文哲/吳欣盈,709,賴清德/蕭美琴,837,侯友宜/趙少康,1545,,0,,0,,0,,0,,0,,0,,0,288,596,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,288,75,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,288,30,1,5,14,21,17,7,3,715,4,57,1609,3,12,560,1,22,2,11,0,3058,86,83
花蓮縣,玉里鎮,啟模里,0300002,柯文哲/吳欣盈,192,賴清德/蕭美琴,207,侯友宜/趙少康,443,,0,,0,,0,,0,,0,,0,,0,295,444,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,295,33,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,295,13,1,5,6,8,2,0,1,184,1,11,451,4,4,143,2,3,1,4,0,825,27,83
花蓮縣,玉里鎮,國武里,0300005,柯文哲/吳欣盈,141,賴清德/蕭美琴,211,侯友宜/趙少康,341,,0,,0,,0,,0,,0,,0,,0,294,693,9,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,294,26,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,294,8,0,5,2,3,1,3,2,193,0,11,342,0,2,126,1,0,0,1,0,687,15,83
花蓮縣,玉里鎮,大禹里,0300015,柯文哲/吳欣盈,147,賴清德/蕭美琴,119,侯友宜/趙少康,315,,0,,0,,0,,0,,0,,0,,0,304,292,1,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,304,30,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,304,18,3,5,2,1,4,1,6,101,1,12,312,3,1,103,2,3,1,3,0,556,27,83
花蓮縣,玉里鎮,德武里,0300013,柯文哲/吳欣盈,97,賴清德/蕭美琴,40,侯友宜/趙少康,273,,0,,0,,0,,0,,0,,0,,0,314,410,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,314,372,11,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,314,9,0,5,0,2,2,1,0,35,0,3,282,3,1,54,0,3,1,1,0,388,27,83
花蓮縣,玉里鎮,春日里,0300012,柯文哲/吳欣盈,86,賴清德/蕭美琴,114,侯友宜/趙少康,250,,0,,0,,0,,0,,0,,0,,0,313,450,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,313,283,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,313,6,0,5,1,4,9,0,2,96,2,3,253,2,1,50,0,3,0,4,0,430,20,83
花蓮縣,玉里鎮,東豐里,0300009,柯文哲/吳欣盈,78,賴清德/蕭美琴,45,侯友宜/趙少康,156,,0,,0,,0,,0,,0,,0,,0,308,279,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,308,111,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,308,13,2,5,1,1,6,0,0,47,0,2,158,2,1,45,0,2,0,1,0,266,15,83
花蓮縣,玉里鎮,松浦里,0300011,柯文哲/吳欣盈,126,賴清德/蕭美琴,131,侯友宜/趙少康,348,,0,,0,,0,,0,,0,,0,,0,311,179,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,311,145,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,311,2,0,5,5,6,9,5,1,91,4,8,354,5,1,70,2,4,2,4,0,571,45,83
花蓮縣,玉里鎮,樂合里,0300008,柯文哲/吳欣盈,75,賴清德/蕭美琴,80,侯友宜/趙少康,329,,0,,0,,0,,0,,0,,0,,0,307,484,10,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,307,307,12,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,307,5,0,5,3,6,6,0,1,58,1,4,320,0,0,55,0,1,0,1,0,456,38,83
花蓮縣,玉里鎮,永昌里,0300003,柯文哲/吳欣盈,116,賴清德/蕭美琴,142,侯友宜/趙少康,319,,0,,0,,0,,0,,0,,0,,0,299,262,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,299,50,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,299,19,0,5,4,5,3,2,2,111,3,4,330,1,3,94,1,0,0,4,0,567,17,83
花蓮縣,玉里鎮,泰昌里,0300004,柯文哲/吳欣盈,133,賴清德/蕭美琴,119,侯友宜/趙少康,298,,0,,0,,0,,0,,0,,0,,0,297,291,1,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,297,12,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,297,7,1,5,3,1,3,1,3,97,0,8,311,1,2,105,0,3,1,0,0,539,16,83
花蓮縣,玉里鎮,源城里,0300006,柯文哲/吳欣盈,160,賴清德/蕭美琴,190,侯友宜/趙少康,356,,0,,0,,0,,0,,0,,0,,0,301,268,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,301,12,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,301,0,0,5,5,11,9,0,1,143,0,6,388,4,1,112,0,2,1,0,0,683,33,83
花蓮縣,玉里鎮,觀音里,0300010,柯文哲/吳欣盈,141,賴清德/蕭美琴,183,侯友宜/趙少康,447,,0,,0,,0,,0,,0,,0,,0,309,469,17,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,309,166,4,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,309,7,0,5,2,8,7,2,1,144,4,12,448,4,2,98,1,11,1,2,0,747,46,83
花蓮縣,玉里鎮,長良里,0300007,柯文哲/吳欣盈,65,賴清德/蕭美琴,59,侯友宜/趙少康,172,,0,,0,,0,,0,,0,,0,,0,303,296,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,303,106,5,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,303,22,0,5,0,4,3,2,1,49,3,4,161,2,2,46,2,1,1,2,0,283,16,83
花蓮縣,瑞穗鄉,奇美村,0900008,柯文哲/吳欣盈,24,賴清德/蕭美琴,19,侯友宜/趙少康,119,,0,,0,,0,,0,,0,,0,,0,284,162,1,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,284,112,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,284,20,0,5,3,0,2,1,0,13,0,1,119,0,0,12,0,1,0,1,0,153,10,83
花蓮縣,瑞穗鄉,富民村,0900010,柯文哲/吳欣盈,79,賴清德/蕭美琴,61,侯友宜/趙少康,285,,0,,0,,0,,0,,0,,0,,0,286,425,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,286,290,9,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,286,34,2,5,0,3,4,2,1,43,1,8,283,2,2,44,1,3,2,0,0,399,29,83
花蓮縣,瑞穗鄉,富源村,0900009,柯文哲/吳欣盈,91,賴清德/蕭美琴,105,侯友宜/趙少康,224,,0,,0,,0,,0,,0,,0,,0,285,420,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,285,115,5,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,285,5,0,5,2,3,9,3,1,88,0,5,204,2,2,67,0,1,0,1,0,388,34,83
花蓮縣,瑞穗鄉,富興村,0900011,柯文哲/吳欣盈,51,賴清德/蕭美琴,95,侯友宜/趙少康,178,,0,,0,,0,,0,,0,,0,,0,287,324,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,287,117,9,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,287,3,0,5,1,4,5,2,0,76,2,2,168,1,1,34,1,3,0,2,0,302,25,83
花蓮縣,瑞穗鄉,瑞北村,0900005,柯文哲/吳欣盈,56,賴清德/蕭美琴,72,侯友宜/趙少康,177,,0,,0,,0,,0,,0,,0,,0,281,305,1,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,281,119,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,281,20,0,5,0,1,2,0,0,59,0,1,193,0,1,35,0,0,0,1,0,293,13,83
花蓮縣,瑞穗鄉,瑞祥村,0900004,柯文哲/吳欣盈,85,賴清德/蕭美琴,145,侯友宜/趙少康,286,,0,,0,,0,,0,,0,,0,,0,280,516,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,280,82,3,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,280,30,0,5,4,5,3,4,1,130,0,5,280,0,8,65,1,2,0,1,0,509,12,83
花蓮縣,瑞穗鄉,瑞穗村,0900001,柯文哲/吳欣盈,193,賴清德/蕭美琴,297,侯友宜/趙少康,565,,0,,0,,0,,0,,0,,0,,0,275,454,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,275,25,2,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,275,4,0,5,5,13,9,4,1,257,1,10,576,0,0,148,1,4,0,4,0,1033,34,83
花蓮縣,瑞穗鄉,瑞美村,0900002,柯文哲/吳欣盈,248,賴清德/蕭美琴,281,侯友宜/趙少康,628,,0,,0,,0,,0,,0,,0,,0,277,547,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,277,73,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,277,17,0,5,6,17,5,1,0,240,1,9,648,2,1,185,0,6,2,6,0,1129,36,83
花蓮縣,瑞穗鄉,瑞良村,0900003,柯文哲/吳欣盈,49,賴清德/蕭美琴,88,侯友宜/趙少康,161,,0,,0,,0,,0,,0,,0,,0,279,298,1,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,279,91,3,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,279,6,0,5,0,2,4,0,0,78,0,5,161,0,1,28,1,0,0,0,0,280,19,83
花蓮縣,瑞穗鄉,舞鶴村,0900006,柯文哲/吳欣盈,99,賴清德/蕭美琴,112,侯友宜/趙少康,299,,0,,0,,0,,0,,0,,0,,0,282,510,13,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,282,263,9,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,282,20,1,5,4,1,8,2,0,92,2,6,297,3,0,74,0,6,0,2,0,497,27,83
