縣市,行政區別,鄰里,區域別代碼,總統候選人1,總統候選人1_得票數,總統候選人2,總統候選人2_得票數,總統候選人3,總統候選人3_得票數,總統候選人4,總統候選人4_得票數,總統候選人5,總統候選人5_得票數,總統候選人6,總統候選人6_得票數,總統候選人7,總統候選人7_得票數,總統候選人8,總統候選人8_得票數,總統候選人9,總統候選人9_得票數,總統候選人10,總統候選人10_得票數,總統候選人有效票數A,總統候選人無效票數B,總統候選人投票數C,總統候選人選舉人數G,區域立委候選人1＿候選人名稱,區域立委候選人1＿黨籍,區域立委候選人1_得票數,區域立委候選人2＿候選人名稱,區域立委候選人2＿黨籍,區域立委候選人2_得票數,區域立委候選人3＿候選人名稱,區域立委候選人3＿黨籍,區域立委候選人3_得票數,區域立委候選人4＿候選人名稱,區域立委候選人4＿黨籍,區域立委候選人4_得票數,區域立委候選人5＿候選人名稱,區域立委候選人5＿黨籍,區域立委候選人5_得票數,區域立委候選人6＿候選人名稱,區域立委候選人6＿黨籍,區域立委候選人6_得票數,區域立委候選人7＿候選人名稱,區域立委候選人7＿黨籍,區域立委候選人7_得票數,區域立委候選人8＿候選人名稱,區域立委候選人8＿黨籍,區域立委候選人8_得票數,區域立委候選人9＿候選人名稱,區域立委候選人9＿黨籍,區域立委候選人9_得票數,區域立委候選人10＿候選人名稱,區域立委候選人10＿黨籍,區域立委候選人10_得票數,區域立委有效票數A,區域立委無效票數B,區域立委投票數C,區域立委選舉人數G,"不分區政黨(1)

民主進步黨","不分區政黨(2)

親民黨","不分區政黨(3)

自由台灣黨","不分區政黨(4)

和平鴿聯盟黨","不分區政黨(5)

軍公教聯盟黨","不分區政黨(6)

民國黨","不分區政黨(7)

信心希望聯盟","不分區政黨(8)

中華統一促進黨","不分區政黨(9)

中國國民黨","不分區政黨(10)

台灣團結聯盟","不分區政黨(11)

時代力量","不分區政黨(12)

大愛憲改聯盟","不分區政黨(13)

綠黨社會民主黨聯盟","不分區政黨(14)

台灣獨立黨","不分區政黨(15)

無黨團結聯盟","不分區政黨(16)

新黨","不分區政黨(17)

健保免費連線","不分區政黨(18)

樹黨",不分區政黨有效票數A,不分區政黨無效票數B,不分區政黨投票數C,不分區政黨選舉人數G
花蓮縣,吉安鄉,勝安村,10015050002,朱立倫/王如玄,1207,蔡英文/陳建仁,1252,宋楚瑜/徐欣瑩,421,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,36,蕭美琴,民主進步黨,1606,楊悟空,無黨籍,34,王廷升,中國國民黨,1057,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,942,207,9,5,36,37,64,16,1094,42,160,2,77,2,3,149,8,9,0,0,0,0
花蓮縣,吉安鄉,北昌村,10015050001,朱立倫/王如玄,1851,蔡英文/陳建仁,1818,宋楚瑜/徐欣瑩,577,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,50,蕭美琴,民主進步黨,2318,楊悟空,無黨籍,33,王廷升,中國國民黨,1601,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1407,321,13,7,61,59,109,13,1610,66,177,5,122,10,12,215,7,18,0,0,0,0
花蓮縣,吉安鄉,南昌村,10015050012,朱立倫/王如玄,1101,蔡英文/陳建仁,809,宋楚瑜/徐欣瑩,347,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,28,蕭美琴,民主進步黨,933,楊悟空,無黨籍,18,王廷升,中國國民黨,633,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,632,171,4,6,28,50,63,10,1027,19,89,5,31,5,5,78,7,9,0,0,0,0
花蓮縣,吉安鄉,南華村,10015050008,朱立倫/王如玄,359,蔡英文/陳建仁,467,宋楚瑜/徐欣瑩,112,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,10,蕭美琴,民主進步黨,458,楊悟空,無黨籍,4,王廷升,中國國民黨,242,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,359,68,4,4,6,13,32,7,299,23,30,1,17,3,1,40,3,3,0,0,0,0
花蓮縣,吉安鄉,吉安村,10015050006,朱立倫/王如玄,1237,蔡英文/陳建仁,1180,宋楚瑜/徐欣瑩,488,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,43,蕭美琴,民主進步黨,1489,楊悟空,無黨籍,22,王廷升,中國國民黨,1074,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,891,240,7,7,32,38,98,16,1082,38,127,4,108,11,12,149,5,18,0,0,0,0
花蓮縣,吉安鄉,太昌村,10015050003,朱立倫/王如玄,815,蔡英文/陳建仁,871,宋楚瑜/徐欣瑩,293,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,20,蕭美琴,民主進步黨,950,楊悟空,無黨籍,14,王廷升,中國國民黨,607,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,698,159,3,6,24,17,57,14,742,20,81,1,46,4,5,66,6,8,0,0,0,0
花蓮縣,吉安鄉,宜昌村,10015050013,朱立倫/王如玄,1059,蔡英文/陳建仁,865,宋楚瑜/徐欣瑩,382,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,27,蕭美琴,民主進步黨,1009,楊悟空,無黨籍,20,王廷升,中國國民黨,738,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,673,188,5,3,22,33,59,11,962,18,116,3,53,6,3,115,4,11,0,0,0,0
花蓮縣,吉安鄉,干城村,10015050009,朱立倫/王如玄,348,蔡英文/陳建仁,164,宋楚瑜/徐欣瑩,116,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,7,蕭美琴,民主進步黨,179,楊悟空,無黨籍,4,王廷升,中國國民黨,251,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,113,59,2,3,8,10,19,6,323,6,21,0,12,3,3,26,0,4,0,0,0,0
花蓮縣,吉安鄉,慶豐村,10015050005,朱立倫/王如玄,1714,蔡英文/陳建仁,1682,宋楚瑜/徐欣瑩,565,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,47,蕭美琴,民主進步黨,2011,楊悟空,無黨籍,46,王廷升,中國國民黨,1406,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1277,303,5,8,56,38,112,16,1555,52,166,4,99,6,9,183,19,19,0,0,0,0
花蓮縣,吉安鄉,東昌村,10015050015,朱立倫/王如玄,1503,蔡英文/陳建仁,1026,宋楚瑜/徐欣瑩,528,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,37,蕭美琴,民主進步黨,1183,楊悟空,無黨籍,24,王廷升,中國國民黨,1008,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,777,262,7,11,38,32,104,20,1372,28,125,5,62,6,10,126,7,16,0,0,0,0
花蓮縣,吉安鄉,永安村,10015050004,朱立倫/王如玄,1046,蔡英文/陳建仁,935,宋楚瑜/徐欣瑩,353,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,29,蕭美琴,民主進步黨,1145,楊悟空,無黨籍,20,王廷升,中國國民黨,947,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,715,164,3,2,31,28,58,10,960,36,79,3,62,3,2,128,9,12,0,0,0,0
花蓮縣,吉安鄉,永興村,10015050010,朱立倫/王如玄,694,蔡英文/陳建仁,566,宋楚瑜/徐欣瑩,256,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,26,蕭美琴,民主進步黨,660,楊悟空,無黨籍,17,王廷升,中國國民黨,522,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,434,164,7,6,13,29,31,11,633,21,55,1,11,6,4,60,10,6,0,0,0,0
花蓮縣,吉安鄉,福興村,10015050007,朱立倫/王如玄,642,蔡英文/陳建仁,776,宋楚瑜/徐欣瑩,260,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,15,蕭美琴,民主進步黨,856,楊悟空,無黨籍,8,王廷升,中國國民黨,538,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,619,118,4,4,21,17,54,5,592,26,66,5,42,5,6,55,3,15,0,0,0,0
花蓮縣,吉安鄉,稻香村,10015050011,朱立倫/王如玄,786,蔡英文/陳建仁,700,宋楚瑜/徐欣瑩,295,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,29,蕭美琴,民主進步黨,895,楊悟空,無黨籍,20,王廷升,中國國民黨,741,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,540,124,5,10,23,16,57,9,748,23,74,4,54,3,4,75,3,7,0,0,0,0
花蓮縣,壽豐鄉,光榮村,10015060008,朱立倫/王如玄,277,蔡英文/陳建仁,138,宋楚瑜/徐欣瑩,60,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,0,蕭美琴,民主進步黨,37,楊悟空,無黨籍,1,王廷升,中國國民黨,26,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,88,26,0,6,1,5,5,1,282,6,21,0,3,1,2,9,2,0,0,0,0,0
花蓮縣,壽豐鄉,共和村,10015060006,朱立倫/王如玄,166,蔡英文/陳建仁,137,宋楚瑜/徐欣瑩,58,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,4,蕭美琴,民主進步黨,150,楊悟空,無黨籍,1,王廷升,中國國民黨,111,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,93,24,2,3,3,7,16,0,157,7,18,0,1,0,2,14,0,3,0,0,0,0
花蓮縣,壽豐鄉,壽豐村,10015060007,朱立倫/王如玄,417,蔡英文/陳建仁,397,宋楚瑜/徐欣瑩,113,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,9,蕭美琴,民主進步黨,360,楊悟空,無黨籍,5,王廷升,中國國民黨,245,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,303,64,1,5,12,12,26,3,378,15,27,1,19,0,5,24,5,7,0,0,0,0
花蓮縣,壽豐鄉,平和村,10015060010,朱立倫/王如玄,311,蔡英文/陳建仁,386,宋楚瑜/徐欣瑩,114,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,8,蕭美琴,民主進步黨,399,楊悟空,無黨籍,6,王廷升,中國國民黨,237,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,308,56,2,3,7,21,24,0,296,17,29,1,5,2,1,23,1,1,0,0,0,0
花蓮縣,壽豐鄉,志學村,10015060011,朱立倫/王如玄,553,蔡英文/陳建仁,695,宋楚瑜/徐欣瑩,211,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,17,蕭美琴,民主進步黨,776,楊悟空,無黨籍,20,王廷升,中國國民黨,438,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,503,102,5,7,7,14,33,7,521,38,73,2,59,8,6,41,5,7,0,0,0,0
花蓮縣,壽豐鄉,月眉村,10015060013,朱立倫/王如玄,254,蔡英文/陳建仁,99,宋楚瑜/徐欣瑩,80,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,5,蕭美琴,民主進步黨,67,楊悟空,無黨籍,0,王廷升,中國國民黨,50,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,72,30,1,10,0,10,6,2,258,3,8,0,3,1,0,21,0,2,0,0,0,0
花蓮縣,壽豐鄉,樹湖村,10015060001,朱立倫/王如玄,88,蔡英文/陳建仁,84,宋楚瑜/徐欣瑩,26,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,8,蕭美琴,民主進步黨,90,楊悟空,無黨籍,0,王廷升,中國國民黨,80,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,67,11,0,2,1,7,4,1,86,8,3,0,2,0,0,2,1,2,0,0,0,0
花蓮縣,壽豐鄉,水璉村,10015060014,朱立倫/王如玄,219,蔡英文/陳建仁,151,宋楚瑜/徐欣瑩,67,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,2,蕭美琴,民主進步黨,107,楊悟空,無黨籍,2,王廷升,中國國民黨,65,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,102,30,2,7,0,6,6,1,207,10,28,1,2,0,1,11,4,0,0,0,0,0
花蓮縣,壽豐鄉,池南村,10015060009,朱立倫/王如玄,209,蔡英文/陳建仁,189,宋楚瑜/徐欣瑩,61,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,6,蕭美琴,民主進步黨,167,楊悟空,無黨籍,3,王廷升,中國國民黨,89,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,139,39,2,5,1,4,12,2,200,8,21,0,1,2,3,10,4,0,0,0,0,0
花蓮縣,壽豐鄉,溪口村,10015060002,朱立倫/王如玄,290,蔡英文/陳建仁,194,宋楚瑜/徐欣瑩,84,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,8,蕭美琴,民主進步黨,194,楊悟空,無黨籍,4,王廷升,中國國民黨,142,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,163,36,2,6,6,5,30,7,245,10,20,0,6,2,0,10,3,0,0,0,0,0
花蓮縣,壽豐鄉,米棧村,10015060012,朱立倫/王如玄,94,蔡英文/陳建仁,43,宋楚瑜/徐欣瑩,21,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,2,蕭美琴,民主進步黨,38,楊悟空,無黨籍,1,王廷升,中國國民黨,44,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,24,11,0,3,4,0,1,1,87,0,8,0,2,1,0,4,0,0,0,0,0,0
花蓮縣,壽豐鄉,豐坪村,10015060005,朱立倫/王如玄,241,蔡英文/陳建仁,184,宋楚瑜/徐欣瑩,64,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,黄師鵬,無黨籍,6,蕭美琴,民主進步黨,221,楊悟空,無黨籍,4,王廷升,中國國民黨,163,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,115,34,4,2,3,7,1,3,228,13,19,0,15,3,1,14,2,7,0,0,0,0
