縣市,行政區別,鄰里,區域別代碼,總統候選人1,總統候選人1_得票數,總統候選人2,總統候選人2_得票數,總統候選人3,總統候選人3_得票數,總統候選人4,總統候選人4_得票數,總統候選人5,總統候選人5_得票數,總統候選人6,總統候選人6_得票數,總統候選人7,總統候選人7_得票數,總統候選人8,總統候選人8_得票數,總統候選人9,總統候選人9_得票數,總統候選人10,總統候選人10_得票數,總統候選人有效票數A,總統候選人無效票數B,總統候選人投票數C,總統候選人選舉人數G,平原立委候選人1＿候選人名稱,平原立委候選人1＿黨籍,平原立委候選人1_得票數,平原立委候選人2＿候選人名稱,平原立委候選人2＿黨籍,平原立委候選人2_得票數,平原立委候選人3＿候選人名稱,平原立委候選人3＿黨籍,平原立委候選人3_得票數,平原立委候選人4＿候選人名稱,平原立委候選人4＿黨籍,平原立委候選人4_得票數,平原立委候選人5＿候選人名稱,平原立委候選人5＿黨籍,平原立委候選人5_得票數,平原立委候選人6＿候選人名稱,平原立委候選人6＿黨籍,平原立委候選人6_得票數,平原立委候選人7＿候選人名稱,平原立委候選人7＿黨籍,平原立委候選人7_得票數,平原立委候選人8＿候選人名稱,平原立委候選人8＿黨籍,平原立委候選人8_得票數,平原立委候選人9＿候選人名稱,平原立委候選人9＿黨籍,平原立委候選人9_得票數,平原立委候選人10＿候選人名稱,平原立委候選人10＿黨籍,平原立委候選人10_得票數,平原立委有效票數A,平原立委無效票數B,平原立委投票數C,平原立委選舉人數G,山原立委候選人1＿候選人名稱,山原立委候選人1＿黨籍,山原立委候選人1_得票數,山原立委候選人2＿候選人名稱,山原立委候選人2＿黨籍,山原立委候選人2_得票數,山原立委候選人3＿候選人名稱,山原立委候選人3＿黨籍,山原立委候選人3_得票數,山原立委候選人4＿候選人名稱,山原立委候選人4＿黨籍,山原立委候選人4_得票數,山原立委候選人5＿候選人名稱,山原立委候選人5＿黨籍,山原立委候選人5_得票數,山原立委候選人6＿候選人名稱,山原立委候選人6＿黨籍,山原立委候選人6_得票數,山原立委候選人7＿候選人名稱,山原立委候選人7＿黨籍,山原立委候選人7_得票數,山原立委候選人8＿候選人名稱,山原立委候選人8＿黨籍,山原立委候選人8_得票數,山原立委候選人9＿候選人名稱,山原立委候選人9＿黨籍,山原立委候選人9_得票數,山原立委候選人10＿候選人名稱,山原立委候選人10＿黨籍,山原立委候選人10_得票數,山原立委有效票數A,山原立委無效票數B,山原立委投票數C,山原立委選舉人數G,"不分區政黨(1)

小民參政歐巴桑聯盟","不分區政黨(2)

台灣綠黨","不分區政黨(3)

臺灣雙語無法黨","不分區政黨(4)

台灣基進","不分區政黨(5)

中華統一促進黨","不分區政黨(6)

民主進步黨","不分區政黨(7)

制度救世島","不分區政黨(8)

時代力量","不分區政黨(9)

中國國民黨","不分區政黨(10)

司法改革黨","不分區政黨(11)

新黨","不分區政黨(12)

台灣民眾黨","不分區政黨(13)

台灣維新","不分區政黨(14)

親民黨","不分區政黨(15)

人民最大黨","不分區政黨(16)

台灣團結聯盟",不分區政黨有效票數A,不分區政黨無效票數B,不分區政黨投票數C,不分區政黨選舉人數G
臺北市,中山區,埤頭里,0400037,柯文哲/吳欣盈,408,賴清德/蕭美琴,790,侯友宜/趙少康,783,,0,,0,,0,,0,,0,,0,,0,585,672,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,585,1,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,585,4,0,5,17,17,4,10,2,698,1,54,753,3,8,386,2,14,0,7,0,1976,23,83
臺北市,中山區,大佳里,0400017,柯文哲/吳欣盈,118,賴清德/蕭美琴,285,侯友宜/趙少康,131,,0,,0,,0,,0,,0,,0,,0,531,534,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,531,5,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,531,3,0,5,6,3,0,4,1,264,0,17,123,2,1,105,0,2,0,4,0,532,7,83
臺北市,中山區,大直里,0400014,柯文哲/吳欣盈,1182,賴清德/蕭美琴,1945,侯友宜/趙少康,2177,,0,,0,,0,,0,,0,,0,,0,492,842,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,492,6,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,492,8,0,5,46,48,12,29,5,1691,2,170,2111,14,34,1066,4,24,1,10,0,5267,57,83
臺北市,中山區,康樂里,0400005,柯文哲/吳欣盈,330,賴清德/蕭美琴,630,侯友宜/趙少康,660,,0,,0,,0,,0,,0,,0,,0,457,704,1,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,457,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,457,0,0,5,12,13,5,10,1,554,0,36,637,2,10,313,0,12,1,1,0,1607,19,83
臺北市,中山區,復華里,0400040,柯文哲/吳欣盈,581,賴清德/蕭美琴,1005,侯友宜/趙少康,1219,,0,,0,,0,,0,,0,,0,,0,594,942,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,594,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,594,0,0,5,22,23,13,13,3,843,2,74,1185,6,20,556,2,17,2,10,0,2791,30,83
臺北市,中山區,恆安里,0400010,柯文哲/吳欣盈,763,賴清德/蕭美琴,1204,侯友宜/趙少康,1122,,0,,0,,0,,0,,0,,0,,0,475,815,12,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,475,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,475,0,0,5,37,33,17,15,2,1039,2,78,1120,5,9,692,1,18,1,3,0,3072,39,83
臺北市,中山區,成功里,0400015,柯文哲/吳欣盈,754,賴清德/蕭美琴,1561,侯友宜/趙少康,1466,,0,,0,,0,,0,,0,,0,,0,498,1004,9,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,498,9,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,498,7,0,5,32,33,8,28,2,1347,1,89,1449,6,20,723,2,19,0,6,0,3765,32,83
臺北市,中山區,新喜里,0400018,柯文哲/吳欣盈,791,賴清德/蕭美琴,1342,侯友宜/趙少康,942,,0,,0,,0,,0,,0,,0,,0,515,1078,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,515,4,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,515,4,0,5,26,25,9,22,2,1177,2,95,929,3,11,730,0,18,3,6,0,3058,29,83
臺北市,中山區,新庄里,0400019,柯文哲/吳欣盈,714,賴清德/蕭美琴,1303,侯友宜/趙少康,995,,0,,0,,0,,0,,0,,0,,0,486,977,9,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,486,11,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,486,3,0,5,21,32,12,11,5,1153,4,79,991,2,12,634,3,16,5,10,0,2990,37,83
臺北市,中山區,新生里,0400022,柯文哲/吳欣盈,614,賴清德/蕭美琴,1311,侯友宜/趙少康,991,,0,,0,,0,,0,,0,,0,,0,525,871,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,525,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,525,0,0,5,13,31,14,22,6,1145,1,68,966,2,9,596,1,15,2,9,0,2900,31,83
臺北市,中山區,新福里,0400020,柯文哲/吳欣盈,703,賴清德/蕭美琴,1439,侯友宜/趙少康,962,,0,,0,,0,,0,,0,,0,,0,518,1155,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,518,13,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,518,5,0,5,19,17,11,16,8,1279,2,99,941,4,9,659,6,12,0,3,0,3085,33,83
臺北市,中山區,晴光里,0400011,柯文哲/吳欣盈,773,賴清德/蕭美琴,1242,侯友宜/趙少康,1254,,0,,0,,0,,0,,0,,0,,0,479,807,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,479,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,479,0,0,5,41,33,10,17,3,1080,2,103,1214,9,19,685,2,17,4,4,0,3243,49,83
臺北市,中山區,朱園里,0400036,柯文哲/吳欣盈,582,賴清德/蕭美琴,1209,侯友宜/趙少康,969,,0,,0,,0,,0,,0,,0,,0,582,1020,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,582,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,582,7,0,5,22,26,10,17,3,1061,2,103,926,5,12,542,3,16,1,2,0,2751,22,83
臺北市,中山區,朱崙里,0400038,柯文哲/吳欣盈,437,賴清德/蕭美琴,790,侯友宜/趙少康,683,,0,,0,,0,,0,,0,,0,,0,588,1017,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,588,1,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,588,2,0,5,11,20,2,16,1,700,0,41,657,4,8,417,1,13,0,3,0,1894,18,83
臺北市,中山區,朱馥里,0400034,柯文哲/吳欣盈,785,賴清德/蕭美琴,1328,侯友宜/趙少康,1272,,0,,0,,0,,0,,0,,0,,0,574,930,8,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,574,7,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,574,3,0,5,27,19,12,14,3,1162,2,101,1240,7,13,721,4,24,1,4,0,3354,53,83
臺北市,中山區,松江里,0400021,柯文哲/吳欣盈,923,賴清德/蕭美琴,1676,侯友宜/趙少康,1291,,0,,0,,0,,0,,0,,0,,0,521,893,9,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,521,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,521,0,0,5,33,25,7,33,3,1500,1,98,1261,8,8,851,1,18,2,7,0,3856,58,83
臺北市,中山區,正守里,0400001,柯文哲/吳欣盈,464,賴清德/蕭美琴,829,侯友宜/趙少康,744,,0,,0,,0,,0,,0,,0,,0,445,1111,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,445,5,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,445,2,0,5,17,24,3,10,2,724,0,62,711,12,8,445,2,9,1,3,0,2033,28,83
臺北市,中山區,正得里,0400003,柯文哲/吳欣盈,503,賴清德/蕭美琴,874,侯友宜/趙少康,843,,0,,0,,0,,0,,0,,0,,0,451,734,9,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,451,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,451,0,0,5,22,16,5,8,7,771,1,53,808,9,13,475,1,13,2,5,0,2209,36,83
臺北市,中山區,正義里,0400002,柯文哲/吳欣盈,726,賴清德/蕭美琴,1176,侯友宜/趙少康,1191,,0,,0,,0,,0,,0,,0,,0,447,790,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,447,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,447,0,0,5,32,34,4,13,6,1047,3,90,1163,5,13,641,0,12,0,3,0,3066,49,83
臺北市,中山區,民安里,0400004,柯文哲/吳欣盈,590,賴清德/蕭美琴,1219,侯友宜/趙少康,904,,0,,0,,0,,0,,0,,0,,0,454,903,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,454,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,454,0,0,5,15,22,3,17,4,1092,1,67,877,5,9,565,6,18,0,6,0,2707,23,83
臺北市,中山區,永安里,0400016,柯文哲/吳欣盈,1222,賴清德/蕭美琴,2204,侯友宜/趙少康,2194,,0,,0,,0,,0,,0,,0,,0,502,896,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,502,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,502,0,0,5,43,24,12,34,6,1931,3,182,2119,5,22,1160,2,39,3,11,0,5596,57,83
臺北市,中山區,江寧里,0400028,柯文哲/吳欣盈,943,賴清德/蕭美琴,1729,侯友宜/趙少康,1576,,0,,0,,0,,0,,0,,0,,0,549,919,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,549,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,549,0,0,5,35,41,17,16,2,1511,3,146,1533,8,21,854,6,26,0,7,0,4226,50,83
臺北市,中山區,江山里,0400029,柯文哲/吳欣盈,980,賴清德/蕭美琴,2076,侯友宜/趙少康,1583,,0,,0,,0,,0,,0,,0,,0,554,945,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,554,21,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,554,6,0,5,27,47,9,30,7,1822,1,147,1584,18,12,873,2,25,3,9,0,4616,41,83
臺北市,中山區,聚盛里,0400007,柯文哲/吳欣盈,555,賴清德/蕭美琴,883,侯友宜/趙少康,923,,0,,0,,0,,0,,0,,0,,0,464,799,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,464,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,464,0,0,5,19,22,4,10,4,789,0,57,919,8,8,488,0,17,2,6,0,2353,28,83
臺北市,中山區,聚葉里,0400009,柯文哲/吳欣盈,557,賴清德/蕭美琴,981,侯友宜/趙少康,846,,0,,0,,0,,0,,0,,0,,0,472,794,9,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,472,12,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,472,15,0,5,21,13,7,11,1,882,3,51,839,10,9,495,5,21,2,3,0,2373,30,83
臺北市,中山區,興亞里,0400032,柯文哲/吳欣盈,704,賴清德/蕭美琴,1500,侯友宜/趙少康,1169,,0,,0,,0,,0,,0,,0,,0,567,847,2,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,567,10,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,567,3,0,5,23,19,7,23,6,1302,1,80,1144,5,7,702,1,18,1,6,0,3345,31,83
臺北市,中山區,行仁里,0400025,柯文哲/吳欣盈,1114,賴清德/蕭美琴,2119,侯友宜/趙少康,1613,,0,,0,,0,,0,,0,,0,,0,536,935,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,536,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,536,0,0,5,25,38,9,12,5,1947,3,133,1601,12,10,978,2,17,2,13,0,4807,73,83
臺北市,中山區,行孝里,0400026,柯文哲/吳欣盈,724,賴清德/蕭美琴,1155,侯友宜/趙少康,845,,0,,0,,0,,0,,0,,0,,0,541,1105,13,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,541,12,1,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,541,12,0,5,19,38,10,14,7,1016,2,94,835,8,10,622,0,16,1,6,0,2698,45,83
臺北市,中山區,行政里,0400024,柯文哲/吳欣盈,896,賴清德/蕭美琴,1542,侯友宜/趙少康,1346,,0,,0,,0,,0,,0,,0,,0,532,765,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,532,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,532,0,0,5,23,28,8,22,1,1377,2,92,1350,8,8,817,3,18,3,4,0,3764,34,83
臺北市,中山區,金泰里,0400041,柯文哲/吳欣盈,1199,賴清德/蕭美琴,1718,侯友宜/趙少康,1781,,0,,0,,0,,0,,0,,0,,0,508,786,6,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,508,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,508,0,0,5,46,32,16,35,3,1425,2,147,1763,8,23,1127,4,21,1,3,0,4656,57,83
臺北市,中山區,集英里,0400008,柯文哲/吳欣盈,1012,賴清德/蕭美琴,1875,侯友宜/趙少康,1261,,0,,0,,0,,0,,0,,0,,0,467,733,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,467,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,467,0,0,5,38,30,12,20,7,1663,2,117,1234,6,9,965,2,20,1,5,0,4131,52,83
臺北市,中山區,龍洲里,0400035,柯文哲/吳欣盈,699,賴清德/蕭美琴,817,侯友宜/趙少康,1659,,0,,0,,0,,0,,0,,0,,0,578,751,3,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,578,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,578,0,0,5,31,23,6,15,6,676,1,86,1619,8,24,634,0,18,2,5,0,3154,37,83
臺北市,中正區,三愛里,0500031,柯文哲/吳欣盈,1104,賴清德/蕭美琴,1961,侯友宜/趙少康,1955,,0,,0,,0,,0,,0,,0,,0,1138,769,7,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1138,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1138,0,0,5,38,29,9,45,3,1632,6,177,1869,9,27,1114,0,24,1,6,0,4989,52,83
臺北市,中正區,光復里,0500023,柯文哲/吳欣盈,576,賴清德/蕭美琴,812,侯友宜/趙少康,806,,0,,0,,0,,0,,0,,0,,0,1109,749,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1109,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1109,0,0,5,16,19,3,15,1,728,1,61,795,6,14,512,0,7,2,5,0,2185,23,83
臺北市,中正區,南福里,0500019,柯文哲/吳欣盈,1716,賴清德/蕭美琴,2326,侯友宜/趙少康,2649,,0,,0,,0,,0,,0,,0,,0,1090,786,4,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1090,0,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1090,0,0,5,61,52,16,23,5,1982,11,221,2550,17,33,1643,5,22,3,13,0,6657,64,83
臺北市,中正區,南門里,0500017,柯文哲/吳欣盈,368,賴清德/蕭美琴,507,侯友宜/趙少康,674,,0,,0,,0,,0,,0,,0,,0,1085,797,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1085,4,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1085,6,0,5,11,5,7,11,1,424,2,53,658,4,9,339,0,10,1,1,0,1536,25,83
臺北市,中正區,富水里,0500002,柯文哲/吳欣盈,389,賴清德/蕭美琴,385,侯友宜/趙少康,612,,0,,0,,0,,0,,0,,0,,0,1734,715,5,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1734,6,0,7,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1734,3,0,5,16,9,7,7,1,311,1,36,593,1,10,365,3,8,1,3,0,1372,22,83
