縣市,行政區別,鄰里,區域別代碼,總統候選人1,總統候選人1_得票數,總統候選人2,總統候選人2_得票數,總統候選人3,總統候選人3_得票數,總統候選人4,總統候選人4_得票數,總統候選人5,總統候選人5_得票數,總統候選人6,總統候選人6_得票數,總統候選人7,總統候選人7_得票數,總統候選人8,總統候選人8_得票數,總統候選人9,總統候選人9_得票數,總統候選人10,總統候選人10_得票數,總統候選人有效票數A,總統候選人無效票數B,總統候選人投票數C,總統候選人選舉人數G,區域立委候選人1＿候選人名稱,區域立委候選人1＿黨籍,區域立委候選人1_得票數,區域立委候選人2＿候選人名稱,區域立委候選人2＿黨籍,區域立委候選人2_得票數,區域立委候選人3＿候選人名稱,區域立委候選人3＿黨籍,區域立委候選人3_得票數,區域立委候選人4＿候選人名稱,區域立委候選人4＿黨籍,區域立委候選人4_得票數,區域立委候選人5＿候選人名稱,區域立委候選人5＿黨籍,區域立委候選人5_得票數,區域立委候選人6＿候選人名稱,區域立委候選人6＿黨籍,區域立委候選人6_得票數,區域立委候選人7＿候選人名稱,區域立委候選人7＿黨籍,區域立委候選人7_得票數,區域立委候選人8＿候選人名稱,區域立委候選人8＿黨籍,區域立委候選人8_得票數,區域立委候選人9＿候選人名稱,區域立委候選人9＿黨籍,區域立委候選人9_得票數,區域立委候選人10＿候選人名稱,區域立委候選人10＿黨籍,區域立委候選人10_得票數,區域立委候選人11＿候選人名稱,區域立委候選人11＿黨籍,區域立委候選人11_得票數,區域立委候選人12＿候選人名稱,區域立委候選人12＿黨籍,區域立委候選人12_得票數,區域立委有效票數A,區域立委無效票數B,區域立委投票數C,區域立委選舉人數G,"不分區政黨(1)

民主進步黨","不分區政黨(2)

親民黨","不分區政黨(3)

自由台灣黨","不分區政黨(4)

和平鴿聯盟黨","不分區政黨(5)

軍公教聯盟黨","不分區政黨(6)

民國黨","不分區政黨(7)

信心希望聯盟","不分區政黨(8)

中華統一促進黨","不分區政黨(9)

中國國民黨","不分區政黨(10)

台灣團結聯盟","不分區政黨(11)

時代力量","不分區政黨(12)

大愛憲改聯盟","不分區政黨(13)

綠黨社會民主黨聯盟","不分區政黨(14)

台灣獨立黨","不分區政黨(15)

無黨團結聯盟","不分區政黨(16)

新黨","不分區政黨(17)

健保免費連線","不分區政黨(18)

樹黨",不分區政黨有效票數A,不分區政黨無效票數B,不分區政黨投票數C,不分區政黨選舉人數G
臺北市,信義區,雙和里,63000020036,朱立倫/王如玄,1822,蔡英文/陳建仁,1916,宋楚瑜/徐欣瑩,492,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,林文傑,無黨籍,20,呂欣潔,無黨籍,378,詹益正,無黨籍,9,蘇承英,無黨籍,13,范揚律,無黨籍,2,林芷芬,無黨籍,15,費鴻泰,中國國民黨,2106,楊實秋,無黨籍,1690,,,0,,,0,,,0,,,0,0,0,0,0,1416,256,8,6,35,67,87,42,1347,76,248,2,151,8,11,440,7,58,0,0,0,0
臺北市,信義區,黎安里,63000020041,朱立倫/王如玄,734,蔡英文/陳建仁,446,宋楚瑜/徐欣瑩,117,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,林文傑,無黨籍,16,呂欣潔,無黨籍,89,詹益正,無黨籍,4,蘇承英,無黨籍,6,范揚律,無黨籍,3,林芷芬,無黨籍,6,費鴻泰,中國國民黨,814,楊實秋,無黨籍,326,,,0,,,0,,,0,,,0,0,0,0,0,340,62,5,4,2,24,19,12,599,15,45,1,24,2,6,102,4,2,0,0,0,0
臺北市,信義區,黎平里,63000020039,朱立倫/王如玄,1704,蔡英文/陳建仁,1934,宋楚瑜/徐欣瑩,505,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,林文傑,無黨籍,35,呂欣潔,無黨籍,408,詹益正,無黨籍,19,蘇承英,無黨籍,16,范揚律,無黨籍,5,林芷芬,無黨籍,20,費鴻泰,中國國民黨,1904,楊實秋,無黨籍,1678,,,0,,,0,,,0,,,0,0,0,0,0,1449,241,11,5,27,64,122,20,1293,75,259,2,131,5,12,378,12,43,0,0,0,0
臺北市,信義區,黎忠里,63000020040,朱立倫/王如玄,1154,蔡英文/陳建仁,1402,宋楚瑜/徐欣瑩,318,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,林文傑,無黨籍,21,呂欣潔,無黨籍,295,詹益正,無黨籍,6,蘇承英,無黨籍,12,范揚律,無黨籍,3,林芷芬,無黨籍,16,費鴻泰,中國國民黨,1365,楊實秋,無黨籍,1127,,,0,,,0,,,0,,,0,0,0,0,0,1055,148,6,3,16,43,40,25,869,43,139,4,123,8,17,286,15,23,0,0,0,0
臺北市,信義區,黎順里,63000020038,朱立倫/王如玄,1025,蔡英文/陳建仁,1136,宋楚瑜/徐欣瑩,228,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,林文傑,無黨籍,18,呂欣潔,無黨籍,249,詹益正,無黨籍,9,蘇承英,無黨籍,5,范揚律,無黨籍,5,林芷芬,無黨籍,14,費鴻泰,中國國民黨,1109,楊實秋,無黨籍,934,,,0,,,0,,,0,,,0,0,0,0,0,846,122,5,3,8,34,50,22,738,41,145,2,81,4,4,256,6,24,0,0,0,0
臺北市,內湖區,五分里,63000100022,朱立倫/王如玄,1818,蔡英文/陳建仁,3013,宋楚瑜/徐欣瑩,654,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,100,陳尚志,無黨籍,279,黃珊珊,親民黨,2189,李岳峰,無黨籍,4,陳兆銘,無黨籍,10,李彥秀,中國國民黨,2022,蕭亞譚,無黨籍,409,林少馳,無黨籍,363,,,0,,,0,,,0,,,0,0,0,0,0,2246,365,16,12,27,102,100,19,1451,102,409,5,155,15,12,354,16,43,0,0,0,0
臺北市,內湖區,內湖里,63000100009,朱立倫/王如玄,1283,蔡英文/陳建仁,1623,宋楚瑜/徐欣瑩,360,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,37,陳尚志,無黨籍,137,黃珊珊,親民黨,1317,李岳峰,無黨籍,4,陳兆銘,無黨籍,5,李彥秀,中國國民黨,1372,蕭亞譚,無黨籍,179,林少馳,無黨籍,178,,,0,,,0,,,0,,,0,0,0,0,0,1196,192,8,8,15,52,84,19,969,59,232,1,97,9,12,294,5,30,0,0,0,0
臺北市,內湖區,內溝里,63000100025,朱立倫/王如玄,937,蔡英文/陳建仁,1428,宋楚瑜/徐欣瑩,372,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,41,陳尚志,無黨籍,138,黃珊珊,親民黨,1188,李岳峰,無黨籍,4,陳兆銘,無黨籍,5,李彥秀,中國國民黨,1004,蕭亞譚,無黨籍,174,林少馳,無黨籍,146,,,0,,,0,,,0,,,0,0,0,0,0,1019,180,11,4,21,38,76,14,715,65,226,3,96,4,6,213,10,22,0,0,0,0
臺北市,內湖區,南湖里,63000100040,朱立倫/王如玄,1206,蔡英文/陳建仁,1350,宋楚瑜/徐欣瑩,337,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,51,陳尚志,無黨籍,148,黃珊珊,親民黨,1166,李岳峰,無黨籍,0,陳兆銘,無黨籍,7,李彥秀,中國國民黨,1199,蕭亞譚,無黨籍,148,林少馳,無黨籍,158,,,0,,,0,,,0,,,0,0,0,0,0,941,189,6,0,18,52,117,13,880,45,208,3,118,2,7,281,6,32,0,0,0,0
臺北市,內湖區,大湖里,63000100012,朱立倫/王如玄,1226,蔡英文/陳建仁,1564,宋楚瑜/徐欣瑩,370,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,42,陳尚志,無黨籍,188,黃珊珊,親民黨,1237,李岳峰,無黨籍,5,陳兆銘,無黨籍,6,李彥秀,中國國民黨,1322,蕭亞譚,無黨籍,176,林少馳,無黨籍,167,,,0,,,0,,,0,,,0,0,0,0,0,1100,193,10,6,26,43,88,17,882,52,233,3,157,8,4,294,7,49,0,0,0,0
臺北市,內湖區,安泰里,63000100033,朱立倫/王如玄,1131,蔡英文/陳建仁,1506,宋楚瑜/徐欣瑩,417,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,47,陳尚志,無黨籍,126,黃珊珊,親民黨,1217,李岳峰,無黨籍,5,陳兆銘,無黨籍,8,李彥秀,中國國民黨,1196,蕭亞譚,無黨籍,211,林少馳,無黨籍,158,,,0,,,0,,,0,,,0,0,0,0,0,1095,207,11,10,24,65,51,13,938,55,209,3,86,9,12,197,13,25,0,0,0,0
臺北市,內湖區,安湖里,63000100031,朱立倫/王如玄,1608,蔡英文/陳建仁,2216,宋楚瑜/徐欣瑩,448,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,88,陳尚志,無黨籍,183,黃珊珊,親民黨,1628,李岳峰,無黨籍,4,陳兆銘,無黨籍,8,李彥秀,中國國民黨,1675,蕭亞譚,無黨籍,342,林少馳,無黨籍,274,,,0,,,0,,,0,,,0,0,0,0,0,1645,242,17,10,34,76,92,16,1226,66,358,2,128,6,20,307,17,42,0,0,0,0
臺北市,內湖區,寶湖里,63000100039,朱立倫/王如玄,1775,蔡英文/陳建仁,2069,宋楚瑜/徐欣瑩,448,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,54,陳尚志,無黨籍,205,黃珊珊,親民黨,1747,李岳峰,無黨籍,1,陳兆銘,無黨籍,9,李彥秀,中國國民黨,1772,蕭亞譚,無黨籍,249,林少馳,無黨籍,193,,,0,,,0,,,0,,,0,0,0,0,0,1541,267,8,10,29,54,141,18,1303,59,251,2,173,8,4,403,5,32,0,0,0,0
臺北市,內湖區,康寧里,63000100035,朱立倫/王如玄,1863,蔡英文/陳建仁,2275,宋楚瑜/徐欣瑩,618,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,69,陳尚志,無黨籍,235,黃珊珊,親民黨,1935,李岳峰,無黨籍,5,陳兆銘,無黨籍,9,李彥秀,中國國民黨,1738,蕭亞譚,無黨籍,300,林少馳,無黨籍,258,,,0,,,0,,,0,,,0,0,0,0,0,1647,334,7,6,17,74,99,30,1468,77,342,4,187,4,7,411,9,44,0,0,0,0
臺北市,內湖區,明湖里,63000100036,朱立倫/王如玄,1015,蔡英文/陳建仁,1549,宋楚瑜/徐欣瑩,350,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,58,陳尚志,無黨籍,137,黃珊珊,親民黨,1044,李岳峰,無黨籍,2,陳兆銘,無黨籍,6,李彥秀,中國國民黨,1159,蕭亞譚,無黨籍,232,林少馳,無黨籍,198,,,0,,,0,,,0,,,0,0,0,0,0,1142,177,2,3,12,53,54,16,840,55,214,6,88,6,8,193,9,24,0,0,0,0
臺北市,內湖區,東湖里,63000100023,朱立倫/王如玄,1507,蔡英文/陳建仁,2508,宋楚瑜/徐欣瑩,547,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,73,陳尚志,無黨籍,214,黃珊珊,親民黨,2016,李岳峰,無黨籍,4,陳兆銘,無黨籍,6,李彥秀,中國國民黨,1558,蕭亞譚,無黨籍,337,林少馳,無黨籍,292,,,0,,,0,,,0,,,0,0,0,0,0,1852,336,12,13,13,70,85,12,1264,88,307,2,163,6,17,255,15,57,0,0,0,0
臺北市,內湖區,樂康里,63000100024,朱立倫/王如玄,1547,蔡英文/陳建仁,2566,宋楚瑜/徐欣瑩,629,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,103,陳尚志,無黨籍,207,黃珊珊,親民黨,1925,李岳峰,無黨籍,7,陳兆銘,無黨籍,12,李彥秀,中國國民黨,1672,蕭亞譚,無黨籍,375,林少馳,無黨籍,316,,,0,,,0,,,0,,,0,0,0,0,0,1941,320,16,6,23,86,111,15,1270,93,340,2,144,9,14,301,11,45,0,0,0,0
臺北市,內湖區,清白里,63000100017,朱立倫/王如玄,1923,蔡英文/陳建仁,2242,宋楚瑜/徐欣瑩,595,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,59,陳尚志,無黨籍,189,黃珊珊,親民黨,2327,李岳峰,無黨籍,6,陳兆銘,無黨籍,11,李彥秀,中國國民黨,1700,蕭亞譚,無黨籍,246,林少馳,無黨籍,191,,,0,,,0,,,0,,,0,0,0,0,0,1672,334,11,5,33,74,130,20,1389,71,318,5,178,7,9,473,6,53,0,0,0,0
臺北市,內湖區,港墘里,63000100005,朱立倫/王如玄,1233,蔡英文/陳建仁,1874,宋楚瑜/徐欣瑩,380,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,30,陳尚志,無黨籍,178,黃珊珊,親民黨,1465,李岳峰,無黨籍,6,陳兆銘,無黨籍,13,李彥秀,中國國民黨,1300,蕭亞譚,無黨籍,244,林少馳,無黨籍,192,,,0,,,0,,,0,,,0,0,0,0,0,1393,174,10,5,29,59,104,20,938,58,234,3,121,9,11,270,9,27,0,0,0,0
臺北市,內湖區,港富里,63000100007,朱立倫/王如玄,1974,蔡英文/陳建仁,2955,宋楚瑜/徐欣瑩,586,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,41,陳尚志,無黨籍,255,黃珊珊,親民黨,2412,李岳峰,無黨籍,18,陳兆銘,無黨籍,14,李彥秀,中國國民黨,2040,蕭亞譚,無黨籍,386,林少馳,無黨籍,272,,,0,,,0,,,0,,,0,0,0,0,0,2222,315,14,88,38,77,123,25,1517,87,367,10,154,11,18,380,18,57,0,0,0,0
臺北市,內湖區,港華里,63000100008,朱立倫/王如玄,1872,蔡英文/陳建仁,2789,宋楚瑜/徐欣瑩,542,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,50,陳尚志,無黨籍,305,黃珊珊,親民黨,2163,李岳峰,無黨籍,8,陳兆銘,無黨籍,11,李彥秀,中國國民黨,1953,蕭亞譚,無黨籍,359,林少馳,無黨籍,305,,,0,,,0,,,0,,,0,0,0,0,0,2015,309,10,14,38,75,131,30,1470,99,370,6,201,11,11,346,7,48,0,0,0,0
臺北市,內湖區,港都里,63000100006,朱立倫/王如玄,1153,蔡英文/陳建仁,1717,宋楚瑜/徐欣瑩,343,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,34,陳尚志,無黨籍,171,黃珊珊,親民黨,1319,李岳峰,無黨籍,5,陳兆銘,無黨籍,11,李彥秀,中國國民黨,1163,蕭亞譚,無黨籍,301,林少馳,無黨籍,189,,,0,,,0,,,0,,,0,0,0,0,0,1296,203,5,12,18,39,69,13,917,54,229,1,100,1,9,210,7,30,0,0,0,0
臺北市,內湖區,湖元里,63000100030,朱立倫/王如玄,1112,蔡英文/陳建仁,1708,宋楚瑜/徐欣瑩,308,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,17,陳尚志,無黨籍,146,黃珊珊,親民黨,1278,李岳峰,無黨籍,1,陳兆銘,無黨籍,11,李彥秀,中國國民黨,1211,蕭亞譚,無黨籍,226,林少馳,無黨籍,190,,,0,,,0,,,0,,,0,0,0,0,0,1255,168,8,5,6,47,70,29,844,55,232,3,106,7,6,248,9,42,0,0,0,0
臺北市,內湖區,湖濱里,63000100010,朱立倫/王如玄,2115,蔡英文/陳建仁,2083,宋楚瑜/徐欣瑩,528,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,33,陳尚志,無黨籍,230,黃珊珊,親民黨,1826,李岳峰,無黨籍,6,陳兆銘,無黨籍,9,李彥秀,中國國民黨,2076,蕭亞譚,無黨籍,273,林少馳,無黨籍,213,,,0,,,0,,,0,,,0,0,0,0,0,1482,260,12,9,34,47,131,30,1559,91,302,1,163,8,7,539,9,40,0,0,0,0
臺北市,內湖區,湖興里,63000100029,朱立倫/王如玄,1429,蔡英文/陳建仁,2250,宋楚瑜/徐欣瑩,483,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,58,陳尚志,無黨籍,186,黃珊珊,親民黨,1766,李岳峰,無黨籍,7,陳兆銘,無黨籍,12,李彥秀,中國國民黨,1534,蕭亞譚,無黨籍,278,林少馳,無黨籍,275,,,0,,,0,,,0,,,0,0,0,0,0,1693,263,16,8,25,74,93,14,1111,76,300,3,134,6,10,292,6,43,0,0,0,0
臺北市,內湖區,瑞光里,63000100021,朱立倫/王如玄,1304,蔡英文/陳建仁,1183,宋楚瑜/徐欣瑩,338,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,33,陳尚志,無黨籍,125,黃珊珊,親民黨,1127,李岳峰,無黨籍,3,陳兆銘,無黨籍,5,李彥秀,中國國民黨,1268,蕭亞譚,無黨籍,108,林少馳,無黨籍,133,,,0,,,0,,,0,,,0,0,0,0,0,857,200,6,2,21,49,82,24,913,22,170,2,104,5,5,334,10,22,0,0,0,0
臺北市,內湖區,瑞陽里,63000100020,朱立倫/王如玄,2241,蔡英文/陳建仁,1929,宋楚瑜/徐欣瑩,542,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,69,陳尚志,無黨籍,249,黃珊珊,親民黨,1651,李岳峰,無黨籍,5,陳兆銘,無黨籍,12,李彥秀,中國國民黨,2227,蕭亞譚,無黨籍,214,林少馳,無黨籍,236,,,0,,,0,,,0,,,0,0,0,0,0,1371,293,17,5,21,80,142,23,1690,69,268,2,170,5,9,496,21,42,0,0,0,0
臺北市,內湖區,石潭里,63000100028,朱立倫/王如玄,708,蔡英文/陳建仁,1005,宋楚瑜/徐欣瑩,248,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,16,陳尚志,無黨籍,77,黃珊珊,親民黨,829,李岳峰,無黨籍,1,陳兆銘,無黨籍,1,李彥秀,中國國民黨,799,蕭亞譚,無黨籍,111,林少馳,無黨籍,102,,,0,,,0,,,0,,,0,0,0,0,0,740,143,8,2,7,26,28,7,559,35,147,5,61,4,6,155,1,18,0,0,0,0
臺北市,內湖區,碧山里,63000100015,朱立倫/王如玄,1478,蔡英文/陳建仁,1999,宋楚瑜/徐欣瑩,446,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,53,陳尚志,無黨籍,166,黃珊珊,親民黨,1660,李岳峰,無黨籍,8,陳兆銘,無黨籍,12,李彥秀,中國國民黨,1520,蕭亞譚,無黨籍,266,林少馳,無黨籍,213,,,0,,,0,,,0,,,0,0,0,0,0,1475,223,12,13,25,63,101,24,1107,75,295,4,136,9,9,322,6,40,0,0,0,0
臺北市,內湖區,秀湖里,63000100032,朱立倫/王如玄,1471,蔡英文/陳建仁,1716,宋楚瑜/徐欣瑩,373,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,39,陳尚志,無黨籍,185,黃珊珊,親民黨,1396,李岳峰,無黨籍,2,陳兆銘,無黨籍,11,李彥秀,中國國民黨,1469,蕭亞譚,無黨籍,223,林少馳,無黨籍,190,,,0,,,0,,,0,,,0,0,0,0,0,1242,211,7,5,25,50,92,26,1057,57,217,0,136,6,7,386,6,30,0,0,0,0
臺北市,內湖區,紫星里,63000100011,朱立倫/王如玄,1727,蔡英文/陳建仁,2508,宋楚瑜/徐欣瑩,497,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,70,陳尚志,無黨籍,212,黃珊珊,親民黨,2081,李岳峰,無黨籍,3,陳兆銘,無黨籍,15,李彥秀,中國國民黨,1735,蕭亞譚,無黨籍,329,林少馳,無黨籍,226,,,0,,,0,,,0,,,0,0,0,0,0,1877,238,7,7,23,62,130,23,1296,83,338,4,157,11,14,400,15,43,0,0,0,0
臺北市,內湖區,紫陽里,63000100019,朱立倫/王如玄,1828,蔡英文/陳建仁,2397,宋楚瑜/徐欣瑩,519,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,67,陳尚志,無黨籍,226,黃珊珊,親民黨,1851,李岳峰,無黨籍,6,陳兆銘,無黨籍,15,李彥秀,中國國民黨,1961,蕭亞譚,無黨籍,263,林少馳,無黨籍,272,,,0,,,0,,,0,,,0,0,0,0,0,1735,269,22,12,28,58,132,11,1300,92,323,3,176,13,16,477,16,57,0,0,0,0
臺北市,內湖區,紫雲里,63000100016,朱立倫/王如玄,1537,蔡英文/陳建仁,1407,宋楚瑜/徐欣瑩,409,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,42,陳尚志,無黨籍,133,黃珊珊,親民黨,1214,李岳峰,無黨籍,3,陳兆銘,無黨籍,13,李彥秀,中國國民黨,1555,蕭亞譚,無黨籍,198,林少馳,無黨籍,151,,,0,,,0,,,0,,,0,0,0,0,0,1051,213,6,6,21,57,128,22,1113,50,186,2,95,3,5,340,4,36,0,0,0,0
臺北市,內湖區,葫洲里,63000100018,朱立倫/王如玄,1546,蔡英文/陳建仁,1808,宋楚瑜/徐欣瑩,443,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,50,陳尚志,無黨籍,190,黃珊珊,親民黨,1428,李岳峰,無黨籍,3,陳兆銘,無黨籍,5,李彥秀,中國國民黨,1620,蕭亞譚,無黨籍,215,林少馳,無黨籍,222,,,0,,,0,,,0,,,0,0,0,0,0,1287,240,9,8,11,66,112,10,1145,59,281,3,147,2,9,373,4,42,0,0,0,0
臺北市,內湖區,蘆洲里,63000100037,朱立倫/王如玄,176,蔡英文/陳建仁,425,宋楚瑜/徐欣瑩,85,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,8,陳尚志,無黨籍,28,黃珊珊,親民黨,262,李岳峰,無黨籍,0,陳兆銘,無黨籍,1,李彥秀,中國國民黨,297,蕭亞譚,無黨籍,33,林少馳,無黨籍,36,,,0,,,0,,,0,,,0,0,0,0,0,332,49,0,3,2,11,4,1,166,13,56,0,11,2,3,13,8,3,0,0,0,0
臺北市,內湖區,行善里,63000100027,朱立倫/王如玄,1318,蔡英文/陳建仁,2180,宋楚瑜/徐欣瑩,439,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,29,陳尚志,無黨籍,194,黃珊珊,親民黨,1464,李岳峰,無黨籍,5,陳兆銘,無黨籍,11,李彥秀,中國國民黨,1616,蕭亞譚,無黨籍,304,林少馳,無黨籍,243,,,0,,,0,,,0,,,0,0,0,0,0,1710,241,9,5,17,67,68,12,1040,96,237,8,104,12,7,246,14,35,0,0,0,0
臺北市,內湖區,西安里,63000100003,朱立倫/王如玄,1529,蔡英文/陳建仁,2017,宋楚瑜/徐欣瑩,446,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,39,陳尚志,無黨籍,207,黃珊珊,親民黨,1506,李岳峰,無黨籍,5,陳兆銘,無黨籍,14,李彥秀,中國國民黨,1666,蕭亞譚,無黨籍,241,林少馳,無黨籍,265,,,0,,,0,,,0,,,0,0,0,0,0,1449,235,12,12,23,65,118,20,1133,66,279,3,139,10,9,379,11,33,0,0,0,0
臺北市,內湖區,西康里,63000100002,朱立倫/王如玄,2218,蔡英文/陳建仁,2586,宋楚瑜/徐欣瑩,577,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,65,陳尚志,無黨籍,271,黃珊珊,親民黨,2043,李岳峰,無黨籍,6,陳兆銘,無黨籍,19,李彥秀,中國國民黨,2265,蕭亞譚,無黨籍,327,林少馳,無黨籍,327,,,0,,,0,,,0,,,0,0,0,0,0,1825,307,8,6,34,67,172,34,1661,97,378,3,214,12,14,500,12,55,0,0,0,0
臺北市,內湖區,西湖里,63000100001,朱立倫/王如玄,1495,蔡英文/陳建仁,2458,宋楚瑜/徐欣瑩,460,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,39,陳尚志,無黨籍,250,黃珊珊,親民黨,1872,李岳峰,無黨籍,11,陳兆銘,無黨籍,10,李彥秀,中國國民黨,1568,蕭亞譚,無黨籍,306,林少馳,無黨籍,280,,,0,,,0,,,0,,,0,0,0,0,0,1853,245,6,7,29,71,95,12,1142,83,288,3,139,16,17,304,12,39,0,0,0,0
臺北市,內湖區,週美里,63000100026,朱立倫/王如玄,1414,蔡英文/陳建仁,2451,宋楚瑜/徐欣瑩,475,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,44,陳尚志,無黨籍,201,黃珊珊,親民黨,1652,李岳峰,無黨籍,0,陳兆銘,無黨籍,14,李彥秀,中國國民黨,1841,蕭亞譚,無黨籍,273,林少馳,無黨籍,245,,,0,,,0,,,0,,,0,0,0,0,0,1926,254,14,7,9,50,75,12,1248,75,257,5,134,4,16,281,16,45,0,0,0,0
臺北市,內湖區,金湖里,63000100034,朱立倫/王如玄,2113,蔡英文/陳建仁,2410,宋楚瑜/徐欣瑩,571,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,46,陳尚志,無黨籍,217,黃珊珊,親民黨,2088,李岳峰,無黨籍,1,陳兆銘,無黨籍,8,李彥秀,中國國民黨,2120,蕭亞譚,無黨籍,355,林少馳,無黨籍,206,,,0,,,0,,,0,,,0,0,0,0,0,1750,307,4,3,16,65,176,18,1508,65,353,4,222,5,12,542,6,54,0,0,0,0
臺北市,內湖區,金瑞里,63000100014,朱立倫/王如玄,1430,蔡英文/陳建仁,1981,宋楚瑜/徐欣瑩,431,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,48,陳尚志,無黨籍,160,黃珊珊,親民黨,1695,李岳峰,無黨籍,0,陳兆銘,無黨籍,10,李彥秀,中國國民黨,1407,蕭亞譚,無黨籍,265,林少馳,無黨籍,184,,,0,,,0,,,0,,,0,0,0,0,0,1431,229,9,17,30,58,101,19,1119,60,272,4,130,9,12,296,6,34,0,0,0,0
臺北市,內湖區,金龍里,63000100013,朱立倫/王如玄,1149,蔡英文/陳建仁,1624,宋楚瑜/徐欣瑩,343,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,34,陳尚志,無黨籍,153,黃珊珊,親民黨,1342,李岳峰,無黨籍,5,陳兆銘,無黨籍,8,李彥秀,中國國民黨,1165,蕭亞譚,無黨籍,203,林少馳,無黨籍,162,,,0,,,0,,,0,,,0,0,0,0,0,1186,207,15,7,19,49,71,13,916,45,199,4,109,5,14,225,11,31,0,0,0,0
臺北市,內湖區,麗山里,63000100038,朱立倫/王如玄,1091,蔡英文/陳建仁,1928,宋楚瑜/徐欣瑩,370,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,何偉,無黨籍,44,陳尚志,無黨籍,189,黃珊珊,親民黨,1426,李岳峰,無黨籍,9,陳兆銘,無黨籍,13,李彥秀,中國國民黨,1169,蕭亞譚,無黨籍,278,林少馳,無黨籍,215,,,0,,,0,,,0,,,0,0,0,0,0,1407,204,10,13,11,44,92,12,861,70,245,5,142,6,12,221,15,32,0,0,0,0
臺北市,北投區,一德里,63000120037,朱立倫/王如玄,1240,蔡英文/陳建仁,2570,宋楚瑜/徐欣瑩,408,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,丁守中,中國國民黨,1591,吳思瑤,民主進步黨,2399,黃清原,無黨籍,7,王靜亞,無黨籍,192,吳忠錚,無黨籍,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,2039,208,7,10,29,84,56,13,1037,107,272,4,114,3,25,173,7,23,0,0,0,0
